TF	Target	WeightOfEdge
EZH2	RMI1	0.004468618892133236
AR	CALB1	0.004468601197004318
PRDM1	ARFGAP3	0.004468571860343218
HAND2	GDAP1	0.004468402825295925
TEAD4	DYNC2LI1	0.00446839677169919
TEAD4	RBBP8	0.004468351602554321
TP53	MRPS35	0.004467932041734457
FOXP1	RRN3	0.004467821680009365
KLF5	RORB	0.004467746242880821
BCL11A	RPE	0.00446745241060853
GATA6	HOXB6	0.0044672624208033085
CTNNB1	KDR	0.0044672563672065735
STAT3	U2AF1	0.004467142280191183
TP53	RNF138	0.004467063583433628
TEAD4	RBMX	0.004466862417757511
FOXH1	TRIM33	0.004466656129807234
SOX2	CDCA2	0.004466386046260595
SOX2	MTERF	0.004466081969439983
STAT3	SMARCD1	0.004465783946216106
FOXP1	TFAP4	0.004465612582862377
SOX2	UPF2	0.004465414211153984
TP53	SPP1	0.004465385805815458
EGR1	HLA-DRB1	0.0044651697389781475
STAT3	ERCC-00074	0.004464996047317982
STAT3	USP44	0.004464973695576191
TFAP2A	MANEA	0.004464933183044195
BCL11A	GPC3	0.004464870784431696
JUND	APOBEC3G	0.004464867990463972
TFAP2A	FER	0.004464792087674141
FOXP1	HIST1H1B	0.0044647627510130405
AR	TFB2M	0.0044645145535469055
BCL11A	EZH2	0.004464480094611645
PRDM1	TNC	0.004464371595531702
PRDM1	MCC	0.004464275203645229
SOX2	TIPIN	0.004464216995984316
KLF5	HOXB3	0.004464203957468271
SOX2	MAPK10	0.004464110359549522
JUND	ZNF587	0.004463930614292622
EZH2	PATZ1	0.004463850054889917
SOX2	RNF138	0.004463607911020517
EOMES	LIMD1	0.004463581833988428
ZFP42	APLNR	0.0044633629731833935
NANOG	U2AF1	0.004463158547878265
CTNNB1	LRIG3	0.004462877754122019
HAND2	ZFPM2	0.0044624777510762215
GATA6	SULF2	0.004462189972400665
SOX2	FLI1	0.004462152253836393
MLLT3	LTBP1	0.004462077282369137
DNMT3B	ESPL1	0.004462061915546656
CTNNB1	TMEM131	0.004462023731321096
STAT3	ZNF587	0.004461974836885929
GATA6	FOXF1	0.004461830016225576
BCL11A	FBXO5	0.0044617424719035625
EZH2	SF1	0.004461650736629963
HAND2	DYNC2LI1	0.0044611492194235325
TEAD4	PDE3B	0.004460751079022884
PRDM1	KLHL28	0.004460729658603668
ZFP42	MLLT6	0.0044607138261199
TP53	ERCC6L	0.0044606467708945274
NANOG	POLR2A	0.004460279829800129
OTX2	HAPLN1	0.004460247699171305
GATA6	CITED2	0.004460093565285206
POU5F1	MLL3	0.004460007883608341
HAND2	ST3GAL6	0.004459971562027931
SNAI2	LGR5	0.0044599357061088085
FOXH1	NR0B1	0.0044597904197871685
GATA6	DUSP4	0.004459747113287449
LEF1	UBTF	0.004459692165255547
KLF5	CNKSR3	0.004459665156900883
EGR1	CBR1	0.0044594937935471535
EGR1	CLDN10	0.0044594500213861465
STAT3	TJP2	0.0044594076462090015
TRIM28	ZFPM2	0.0044588353484869
DNMT3B	RAD51	0.004458821378648281
TEAD4	REV3L	0.0044587706215679646
SOX17	CCPG1	0.004458636045455933
BCL11A	POU2F1	0.004458388313651085
AR	U2AF1	0.004458367358893156
SOX2	KLF5	0.004458164796233177
GATA2	ID1	0.004458117298781872
NANOG	ZNF146	0.004458017647266388
POU5F1	ZFYVE16	0.004457835573703051
SOX2	MKI67IP	0.00445783045142889
TEAD4	RAB31	0.004457507748156786
FOXP1	HPRT1	0.004457415547221899
FOXP1	PA2G4	0.004457386210560799
JUND	SYNC	0.004457324277609587
CTNNB1	RUVBL1	0.004457079339772463
EZH2	POLR2A	0.004456951282918453
ZFP42	GCA	0.004456604365259409
STAT3	APBB2	0.004456596449017525
MLLT3	LPIN1	0.004456538241356611
TFAP2A	ARHGAP42	0.004456448834389448
TEAD4	ENO1	0.004456378519535065
STAT3	KLHL24	0.004456115420907736
TEAD4	EPB41L3	0.004456059075891972
AR	CALCOCO1	0.004455930087715387
DNMT3B	DNAAF2	0.004455913789570332
CTNNB1	ELMO1	0.00445560785010457
HAND2	SMARCD3	0.00445557152852416
TFAP2A	SLC35A3	0.004455430433154106
BCL11A	AK4	0.004455131478607655
ZFP42	LECT1	0.0044549377635121346
AR	RAI14	0.004454885609447956
CTNNB1	TBC1D4	0.004454630892723799
TEAD4	JPH1	0.004454508423805237
FOXH1	AKAP2	0.004454416688531637
NANOG	PATZ1	0.00445433659479022
TP53	TIPARP	0.004453933332115412
HAND2	SOX13	0.004453809466212988
SOX17	PIK3R5	0.004453133791685104
DNMT3B	FOXP1	0.004452903755009174
EZH2	RPE	0.0044527254067361355
EOMES	YAF2	0.004452431108802557
LEF1	PHB2	0.004452222026884556
TFAP2A	DNMT3A	0.004452164750546217
LEF1	ARNT2	0.0044521247036755085
NANOG	TRIM2	0.0044521065428853035
FOXP1	MKI67IP	0.004452052526175976
FOXP1	DNA2	0.004451989661902189
KLF5	AR	0.004451901186257601
FOXH1	HAND2	0.004451780579984188
BCL11A	PRMT6	0.00445177685469389
EZH2	MRS2	0.004451776389032602
TFAP2A	TRAF6	0.004451709799468517
PRDM1	TCF7L1	0.004451286513358355
GATA6	CNKSR3	0.004451234824955463
TEAD4	APBB2	0.004451156128197908
TRIM28	SMAD2	0.004451122134923935
EOMES	LEF1	0.004451099317520857
SMAD2	ZIC2	0.004450705833733082
KLF5	RUNX1	0.004450677428394556
EZH2	SLC19A2	0.004450606182217598
TP53	RIOK1	0.004450318869203329
GATA2	SIX6	0.0044502196833491325
TRIM28	NCAM1	0.004449984524399042
JUND	NRP1	0.004449979867786169
NANOG	NUP54	0.004449705593287945
FOXP1	MED16	0.004449241328984499
SOX17	SERPINE2	0.004448837134987116
PRDM1	NFAT5	0.004448545165359974
TRIM28	SNAI2	0.004448446910828352
EGR1	TMEM47	0.004448217339813709
LEF1	PLAGL2	0.004448071122169495
TP53	MYBL2	0.004447838757187128
HAND2	LGR5	0.004447537939995527
AR	FOXD3	0.004447446204721928
TEAD4	ASB9	0.004447334446012974
FOXH1	UNC5D	0.004447171464562416
TEAD4	CNTRL	0.004447157960385084
AR	SLC6A15	0.004447041545063257
NANOG	KHSRP	0.004446994513273239
TRIM28	LHX1	0.004446584731340408
DNMT3B	ZNF512	0.004446129314601421
TEAD4	KDR	0.004446119535714388
PRDM1	SENP7	0.004446014761924744
AR	TRIM22	0.004446000326424837
LEF1	ST3GAL6	0.004445892758667469
PRDM1	MAN1A1	0.004445666912943125
TFAP2A	DLGAP5	0.00444566598162055
TP53	VPS13C	0.004445431753993034
OTX2	NT5DC3	0.004445421043783426
FOXP1	EMB	0.004445420578122139
CTNNB1	MAPK10	0.004445394966751337
POU5F1	ANKMY2	0.004445160739123821
CTNNB1	RALB	0.004445069469511509
TEAD4	PHF21A	0.004445048049092293
AR	TLE2	0.004444862715899944
EZH2	MLLT6	0.0044448236003518105
ZFP42	SLA2	0.0044447435066103935
TEAD4	ERCC6L	0.004444530699402094
STAT3	MKI67IP	0.004444502759724855
FOXH1	KIAA0528	0.004444433376193047
DNMT3B	KLHL12	0.004444423597306013
BCL11A	LRAT	0.004444367252290249
FOXP1	DEPDC1B	0.004444179590791464
TEAD4	SOX5	0.004443885292857885
AR	KHDRBS2	0.004443765617907047
STAT3	TRIP13	0.004443519748747349
LEF1	NRP1	0.004443421959877014
ZFP42	NR2C1	0.00444334652274847
TRIM28	NHLH2	0.004443344194442034
FOXP1	FLRT2	0.0044431500136852264
STAT3	APEX1	0.004443142097443342
TRIM28	NIPSNAP3A	0.0044428501278162
GATA6	GYPB	0.0044426461681723595
EZH2	DMBX1	0.004442411940544844
BCL11A	RBMX	0.004442382603883743
LEF1	MEIS2	0.004442134872078896
TEAD4	SUPT16H	0.004442085511982441
JUND	OTX2	0.004442001227289438
TEAD4	BTG2	0.004441860597580671
BCL11A	MYCN	0.004441457334905863
BCL11A	FOXH1	0.004441410768777132
HAND2	ITGA6	0.004441343247890472
NANOG	CENPK	0.004441228229552507
TFAP2A	TMF1	0.004441145341843367
SOX2	MRPS30	0.004441119730472565
EGR1	SOX2	0.004441023338586092
GATA3	FAM89A	0.004440970253199339
ZFP42	SNAI1	0.004440926015377045
TP53	DRAM2	0.004440863151103258
JUND	EGF	0.004440688528120518
TP53	NFAT5	0.004440677352249622
SOX2	RBPJ	0.00444061728194356
KLF5	RIN2	0.004440246615558863
KLF5	MFAP4	0.004440092481672764
GATA6	WLS	0.004440073389559984
TEAD4	PHLDB2	0.004439914133399725
FOXH1	IRF1	0.004439813084900379
NANOG	CHEK2	0.004439742304384708
TFAP2A	DNAJB14	0.004439725074917078
OTX2	MAGI3	0.004439596552401781
DNMT3B	CASD1	0.004439219366759062
GATA6	BMP4	0.004439174197614193
BCL11A	FAM135A	0.004439095500856638
TRIM28	UNC5C	0.00443878723308444
EOMES	PSMD9	0.0044386801309883595
MLLT3	FLI1	0.004438546486198902
FOXH1	FOXP1	0.004438536707311869
TFAP2A	WWP1	0.004438521806150675
TRIM28	ARFGAP3	0.004438324831426144
EGR1	NFATC1	0.004438221454620361
STAT3	TRIP6	0.004438092466443777
SOX17	MITF	0.004437990952283144
PRDM1	PRSS23	0.00443770969286561
FOXH1	NOL11	0.004437365103513002
MXI1	APOBEC3G	0.004436952527612448
TP53	AR	0.004436657764017582
DNMT3B	PFKFB2	0.0044364649802446365
TFAP2A	CDH11	0.00443614087998867
JUND	ERCC-00009	0.004436019342392683
FOXP1	CCNA2	0.004435960669070482
TP53	AIRE	0.004435745999217033
POU5F1	NFIA	0.004435734823346138
TP53	RPE	0.004435694310814142
CTNNB1	RIOK1	0.004435617942363024
FOXP1	ID1	0.004435483366250992
CTNNB1	ERCC-00131	0.004435353446751833
SOX2	EHMT2	0.0044353315606713295
BCL11A	EXO1	0.004435201641172171
ZFP42	SPPL2A	0.0044350638054311275
KLF5	PPAPDC1A	0.004435057286173105
EOMES	SOS2	0.004434745758771896
EZH2	RBM14	0.0044347443617880344
TFAP2A	TCF4	0.004434590227901936
EZH2	GLMN	0.004434438422322273
SOX2	PLAGL2	0.0044342996552586555
TP53	ERCC-00042	0.004434294067323208
KLF5	ELAVL2	0.004434157162904739
LEF1	HDAC9	0.0044340938329696655
NANOG	RPE	0.004433711990714073
SOX2	SMARCD3	0.004433519206941128
GATA3	RAI1	0.004433490335941315
MLLT3	MAN1A1	0.004433292429894209
TEAD4	DLGAP5	0.0044332873076200485
ZFP42	C11ORF82	0.004432969260960817
POU5F1	LIMCH1	0.0044328304938972
POU5F1	ZNF521	0.004431928973644972
TEAD4	DNAAF2	0.004431902896612883
KLF5	PMP22	0.004431822802871466
FOXP1	TLR4	0.004431788343936205
POU5F1	HAS2	0.004431608133018017
TEAD4	PPP1R9A	0.004431384149938822
JUND	TSPAN12	0.004430944100022316
GATA3	RBM14	0.004430938512086868
JUND	TP53INP1	0.004430896136909723
TP53	BRWD1	0.004430864006280899
PRDM1	SIPA1L2	0.004430820234119892
NANOG	DEPDC1B	0.004430573433637619
GATA4	LPIN1	0.0044305091723799706
SOX2	CUL1	0.004430280067026615
FOXH1	STK38L	0.004430218134075403
AR	SALL3	0.004429844673722982
STAT3	ZNF146	0.004429747816175222
PRDM1	ERCC-00113	0.0044297161512076855
LEF1	OAS1	0.004429608583450317
EZH2	TAF1L	0.004429427906870842
DNMT3B	TRAPPC8	0.004429289139807224
TP53	MXD4	0.0044289808720350266
FOXH1	SOX3	0.004428901243954897
HAND2	CEP85L	0.0044287750497460365
TFAP2A	CCDC141	0.004428751301020384
FOXH1	COMMD10	0.004428619984537363
TEAD4	HAND1	0.004428605083376169
CTNNB1	PROM1	0.004428540356457233
TP53	GYPE	0.004428489599376917
TFAP2A	KIAA1324L	0.004428082145750523
JUND	IGDCC4	0.0044280062429606915
TP53	SOS2	0.00442786980420351
GATA3	MYBL2	0.004427697509527206
HAND2	PHF21A	0.004427697509527206
POU5F1	PLAU	0.004427617881447077
PRDM1	IGDCC4	0.004427348263561726
JUND	RNF14	0.00442708283662796
EOMES	MAN1A1	0.004426942206919193
EGR1	RUVBL2	0.004426803905516863
FOXP1	SRSF1	0.004426680970937014
ZFP42	KIF15	0.0044261314906179905
GATA2	NPM1	0.004426128696650267
EGR1	U2AF1	0.0044260211288928986
TEAD4	ZBTB38	0.004425985738635063
AR	PRKACB	0.004425640683621168
BCL11A	RRAS2	0.004425615072250366
EGR1	SALL3	0.004425307735800743
TEAD4	HDAC9	0.004425289109349251
TP53	H1F0	0.004424800630658865
AR	POLR1B	0.004424771293997765
STAT3	NXT2	0.0044245487079024315
MLLT3	AEBP1	0.0044242762960493565
TRIM28	GYPA	0.004424201790243387
SOX2	HNRNPAB	0.0044241733849048615
TFAP2A	VAMP7	0.00442417012527585
BCL11A	DPH2	0.004424157552421093
AR	ERCC-00053	0.004424059763550758
EOMES	TCF4	0.004423852078616619
PRDM1	WWTR1	0.004423795733600855
PRDM1	TRAPPC8	0.004423599690198898
PRDM1	NCOA6	0.004423505160957575
PRDM1	SHOX	0.0044233910739421844
HAND2	CNKSR3	0.004423332866281271
CTNNB1	DEDD2	0.004423047881573439
AR	NLGN4X	0.004422895610332489
FOXP1	NUSAP1	0.0044226027093827724
CTNNB1	AR	0.0044225966557860374
PRDM1	SOX7	0.004422581288963556
TEAD4	MCC	0.004422523081302643
CTNNB1	DCAF6	0.00442239036783576
EZH2	PSMD9	0.004422260448336601
EZH2	RPP40	0.004422139376401901
GATA2	DLC1	0.004421886056661606
NANOG	FOXP1	0.004421750549226999
POU5F1	ANKRD50	0.004421422723680735
EGR1	GABRB2	0.0044212802313268185
SOX2	MLF1IP	0.00442121597006917
EZH2	SFPQ	0.00442108977586031
DNMT3B	POLR2K	0.004421021789312363
FOXP1	EXO1	0.004421016667038202
TFAP2A	ATF6	0.0044205510057508945
CTNNB1	CDC20	0.004420342855155468
MLLT3	KLHL24	0.004420102573931217
AR	HMGA1	0.004419458564370871
JUND	SMAD2	0.004419380333274603
TP53	ST8SIA4	0.004419330507516861
DNMT3B	SRSF6	0.004419147502630949
HAND2	TEAD4	0.004418990574777126
DNMT3B	NUP35	0.004418824799358845
EZH2	EPCAM	0.00441836379468441
FOXP1	C3ORF14	0.004418299533426762
DNMT3B	TRIM2	0.004418234806507826
GATA2	AIRE	0.004418070428073406
KLF5	SMAD6	0.004418011289089918
FOXP1	PURA	0.004417898133397102
ZFP42	WDR35	0.004417831543833017
GATA6	EPHA4	0.004417742602527142
CTNNB1	ANKMY2	0.004417382646352053
LEF1	LGR4	0.004417221527546644
STAT3	XRCC6	0.0044171372428536415
AR	RUNX1	0.004417038522660732
SOX2	SLC19A2	0.004416977521032095
TEAD4	ZEB1	0.004416809882968664
BCL11A	DAXX	0.004416665527969599
FOXP1	STK17B	0.004416432697325945
SOX2	RNF13	0.004416216164827347
LEF1	SSFA2	0.004416200332343578
PRDM1	BMP2	0.004416065756231546
EGR1	CCND1	0.00441599590703845
FOXP1	RBFOX2	0.004415528848767281
TEAD4	ADAMTS3	0.004415507894009352
TEAD4	SRSF10	0.004415358416736126
MXI1	GATA4	0.004415248986333609
AR	POLR2H	0.004415057133883238
AR	WDR35	0.004414676688611507
STAT3	CD200	0.004414545372128487
CTNNB1	TGFB1I1	0.004414496477693319
AR	HLX	0.0044142501428723335
GATA2	COL5A1	0.004414241760969162
HAND2	TNFRSF11B	0.00441418681293726
HAND2	COLEC12	0.004413794260472059
JUND	CAP2	0.004413656424731016
NANOG	FASTKD3	0.004413454793393612
GATA3	AMIGO2	0.004413403570652008
AR	DEDD2	0.004413173999637365
EOMES	SRC	0.004412940237671137
MLLT3	FST	0.004412559792399406
FOXP1	ABLIM1	0.004412466660141945
LEF1	SLC46A3	0.004412099253386259
CTNNB1	SRC	0.004412099253386259
JUND	GPC6	0.004411974921822548
SOX17	LIFR	0.004411936271935701
SOX2	FUBP1	0.004411817993968725
AR	SLITRK2	0.004411781672388315
SOX17	LDB2	0.004411415196955204
CTNNB1	CYP26A1	0.004411023110151291
SNAI2	CNKSR3	0.004410852212458849
AR	ELAVL2	0.0044107697904109955
NANOG	MEX3C	0.004410323686897755
EGR1	TRUB1	0.004410257562994957
SOX2	GSC	0.004410213325172663
PRDM1	ASXL1	0.004410083871334791
EOMES	HOXB3	0.0044099404476583
EOMES	SOX5	0.004409690387547016
EGR1	PSIP1	0.004409589804708958
LEF1	TLR4	0.004409345798194408
SOX2	ZNF280B	0.004409044981002808
DNMT3B	ESCO2	0.00440862076357007
STAT3	SRSF1	0.004408423788845539
SMAD2	PHLDA1	0.004408382344990969
CTNNB1	HOXB7	0.004408371634781361
NANOG	WDR12	0.004408065229654312
CTNNB1	CDK6	0.0044080400839447975
EZH2	NFATC3	0.004407973960042
MLLT3	KDELR3	0.004407469183206558
TEAD4	MBIP	0.004407378379255533
JUND	TMF1	0.004407023545354605
DNMT3B	EPB41L3	0.0044067115522921085
POU5F1	BTG2	0.004406643100082874
AR	DNA2	0.004406512249261141
BCL11A	MRPS35	0.004406469874083996
TEAD4	SOX4	0.004406435415148735
SOX2	POLR2I	0.00440600560978055
NANOG	FBXO5	0.004405854735523462
SOX2	SRSF3	0.004405777435749769
POU5F1	TMSB15B	0.004405710846185684
SNAI2	PPAPDC1A	0.004405696410685778
BCL11A	ODC1	0.004405417013913393
SOX17	SLCO2A1	0.004405397456139326
BCL11A	POLR3E	0.004404887091368437
TRIM28	C12ORF23	0.004404873587191105
TEAD4	HDGF	0.0044045899994671345
FOXP1	NOL11	0.004404541105031967
EOMES	FLRT2	0.00440435903146863
FOXP1	AKAP2	0.004404193721711636
SOX2	FBXO28	0.004403544589877129
HAND2	ERCC-00112	0.0044034142047166824
EZH2	LGR4	0.004403402097523212
AR	PLAGL2	0.004403350874781609
EZH2	NONO	0.004403297323733568
EOMES	NR3C1	0.004403194412589073
EOMES	WWTR1	0.0044030011631548405
SOX2	SRSF2	0.004402867518365383
CTNNB1	NEDD9	0.00440284563228488
PRDM1	VPS13C	0.004402787424623966
LEF1	POLR2F	0.0044024731032550335
FOXP1	MRS2	0.004402450751513243
SOX17	POU2AF1	0.00440229382365942
EGR1	EPCAM	0.004402274265885353
FOXP1	ZRANB2	0.004402194172143936
TEAD4	FAM69A	0.004401890095323324
LEF1	PA2G4	0.0044015818275511265
PRDM1	ERCC-00044	0.004401376470923424
TEAD4	TNFRSF11B	0.00440116785466671
POU5F1	ARID5B	0.004401043523102999
TFAP2A	DLC1	0.0044010416604578495
CTNNB1	SEMA3E	0.0044006179086863995
FOXP1	ITM2A	0.004400591365993023
FOXP1	DEDD2	0.004400553181767464
PRDM1	NUCB2	0.004400455392897129
EOMES	GPC6	0.00440044654533267
EGR1	UHRF1	0.00440034456551075
SOX2	AGPAT5	0.004400342237204313
TFAP2A	DMBX1	0.004400184378027916
POU5F1	COBLL1	0.0043998039327561855
BCL11A	CDCA7L	0.004399512894451618
AR	CREB3L4	0.004399443045258522
TP53	GYPA	0.004399416036903858
NANOG	XRCC6	0.004399244673550129
SOX17	AGL	0.0043991943821311
MLLT3	FER	0.004398918244987726
NANOG	POLR2D	0.0043988521210849285
GATA3	ANXA3	0.004398830700665712
OTX2	HLA-DRB1	0.004398458171635866
AR	BMPR1A	0.004398454446345568
FOXH1	RAB31	0.004397965967655182
EZH2	SSB	0.004397908691316843
LEF1	UHRF1	0.0043978942558169365
NANOG	FOXH1	0.0043978141620755196
LEF1	MITF	0.004397722892463207
TRIM28	OAS1	0.004397667478770018
EGR1	ATRX	0.004397534299641848
TFAP2A	CCDC82	0.004397039767354727
FOXP1	MYBL2	0.00439689215272665
STAT3	GPC6	0.004396887496113777
BCL11A	LRR1	0.004396871197968721
DNMT3B	NUDT11	0.004396757576614618
TEAD4	ESRRG	0.004396479576826096
TEAD4	AMIGO2	0.004396458622068167
TRIM28	LMO2	0.00439639575779438
EGR1	MYCT1	0.004396340809762478
HAND2	GAD1	0.004396313801407814
EZH2	FOXP1	0.0043961056508123875
TEAD4	OAS1	0.0043960255570709705
NANOG	MYBBP1A	0.004395785741508007
SOX2	E2F4	0.00439566932618618
GATA2	ARHGAP29	0.0043955640867352486
CTNNB1	HOMER1	0.004395305644720793
FOXH1	FUBP1	0.004395299591124058
TEAD4	GSC	0.0043952283449471
TEAD4	CRHBP	0.004394879098981619
HAND2	E2F7	0.004394704010337591
STAT3	CTBP1	0.004394650459289551
BCL11A	E2F4	0.004394643474370241
TFAP2A	ALS2CR8	0.004394535906612873
FOXP1	ILF2	0.00439430633559823
EOMES	KHSRP	0.004394205752760172
TEAD4	FOXJ1	0.004394082352519035
EGR1	ECI2	0.00439402274787426
JUND	LHX1	0.004393966402858496
TFAP2A	CDK6	0.004393862094730139
POU5F1	FER	0.004393822979182005
FOXP1	TFAP2A	0.004393738694489002
GATA3	TCOF1	0.004393711686134338
LEF1	SOX7	0.0043936846777796745
SOX2	HOMER1	0.0043935817666351795
CTNNB1	CCNB2	0.004393530543893576
TFAP2A	CUX1	0.0043932292610406876
NANOG	CBR1	0.004393185954540968
TEAD4	KAL1	0.0043931822292506695
DNMT3B	FAM135A	0.00439305929467082
STAT3	IGDCC4	0.004392820410430431
FOXP1	POLR2H	0.004392627626657486
TEAD4	GRHL1	0.004392621573060751
FOXP1	POLR2I	0.004392590839415789
EZH2	FAM117B	0.004392584320157766
LEF1	CREB3L4	0.00439254567027092
TEAD4	TRIM33	0.004392136819660664
NANOG	TPD52	0.004391866736114025
FOXP1	DNMT1	0.004391776863485575
PRDM1	VHL	0.004391764290630817
MLLT3	CUX1	0.004391625057905912
FOXH1	PPP1R9A	0.004391266964375973
DNMT3B	PRMT6	0.0043912529945373535
LEF1	HPRT1	0.004391113296151161
MLLT3	NFAT5	0.0043908958323299885
GATA3	ARID3A	0.00439085066318512
FOXP1	CDC7	0.00439057732000947
FOXH1	GTF2H2	0.0043905433267354965
EZH2	C11ORF46	0.004390529822558165
TEAD4	SOS2	0.0043904720805585384
HAND2	PCDH7	0.004390421789139509
TEAD4	MECOM	0.004390407353639603
GATA3	EPB41L3	0.004390240181237459
EOMES	STT3B	0.004390012472867966
SOX17	ERCC-00053	0.004389817360788584
POU5F1	CEP55	0.004389714449644089
MXI1	ABCA1	0.004389673471450806
POU5F1	DYNC1I1	0.004389661829918623
SOX2	ELOVL2	0.004389636218547821
MLLT3	DUSP4	0.004389618989080191
FOXP1	TGFBR3	0.004389564972370863
TEAD4	MEX3C	0.004389490466564894
BCL11A	BLM	0.004389480222016573
CTNNB1	NFIA	0.004389424808323383
FOXH1	ZHX3	0.004389175679534674
NANOG	SH3BGRL2	0.004389117006212473
EGR1	PHB2	0.004388968925923109
BCL11A	FAM117B	0.004388610366731882
HAND2	FAM89A	0.004388547036796808
TFAP2A	YAF2	0.0043885186314582825
EGR1	RAVER2	0.004388262052088976
FOXP1	MECOM	0.0043880227021873
TEAD4	STAT3	0.004388005472719669
AR	SNRPB	0.004387841559946537
DNMT3B	UPF1	0.004387793596833944
EGR1	RBPJ	0.004387739580124617
GATA2	PROM1	0.004387490451335907
FOXH1	SNX16	0.004387351684272289
STAT3	PRIM1	0.004387325141578913
LEF1	NR0B1	0.00438709557056427
EGR1	APBB2	0.004386856220662594
SOX2	VWA5A	0.004386672284454107
PRDM1	LIMD1	0.00438658706843853
EGR1	DEDD2	0.0043854378163814545
STAT3	ASS1	0.004385096952319145
AR	HCFC1	0.004384901374578476
TFAP2A	SMAD5	0.00438449252396822
EGR1	CCDC80	0.004384323488920927
TEAD4	CCDC80	0.004384250845760107
SOX2	PHF21A	0.004384160507470369
TEAD4	TGFBR3	0.004383774008601904
SOX17	CREB3L4	0.004383722320199013
AR	HPRT1	0.004383421037346125
TP53	UNC5D	0.004383402410894632
EOMES	TMEM131	0.004383334890007973
GATA3	UBTF	0.004383315797895193
EZH2	FBXO28	0.004383276682347059
MXI1	MCCC1	0.004383260849863291
GATA3	KLF6	0.00438288738951087
SOX2	ZNF146	0.0043828655034303665
FOXH1	HDAC9	0.004382743965834379
BCL11A	DNAJC2	0.004382716491818428
FOXP1	TP53INP1	0.004382494371384382
EGR1	DNMT3A	0.004382094368338585
KLF5	MAMLD1	0.004382085520774126
AR	NAP1L3	0.0043820105493068695
TEAD4	NXT2	0.0043819500133395195
DNMT3B	CSDE1	0.004381929989904165
BCL11A	DEK	0.004381863866001368
SOX17	COL5A2	0.004381751641631126
HAND2	VWA5A	0.004381708335131407
SOX2	ITPR2	0.004381692036986351
NANOG	PFKFB2	0.0043815565295517445
AR	GINS2	0.004381416831165552
JUND	LRIG3	0.004381219390779734
FOXP1	GLRX	0.0043810708448290825
JUND	ERCC-00022	0.00438105221837759
PRDM1	ERCC-00096	0.004380935803055763
ZFP42	ZIC2	0.004380729515105486
JUND	FREM1	0.0043806335888803005
FOXP1	TMEM64	0.004380617290735245
BCL11A	FOXN3	0.004380613099783659
SMAD2	ERCC-00111	0.004380522295832634
SMAD2	B4GALT4	0.004380402155220509
JUND	NCAM1	0.004380397964268923
TP53	PLSCR4	0.004380327649414539
AR	ST3GAL6	0.004380318336188793
TP53	DDHD2	0.004380224738270044
LEF1	PLK1	0.004380218219012022
DNMT3B	ZNF142	0.0043801721185445786
HAND2	TDRD7	0.0043801250867545605
KLF5	HAS2	0.004379393067210913
ZFP42	ERCC-00171	0.00437903730198741
EZH2	PTPRZ1	0.004378991201519966
MXI1	NFIB	0.004378703888505697
LEF1	HOXB4	0.004378439858555794
MXI1	MANEA	0.0043782200664281845
TEAD4	NUP54	0.004378165118396282
TP53	PROM1	0.004378043580800295
FOXP1	POLR2F	0.004377927631139755
TP53	ZNF165	0.004377880599349737
FOXH1	MBIP	0.004377691075205803
TRIM28	ZNF30	0.004377404693514109
CTNNB1	SNAPC3	0.004377237055450678
LEF1	GATA4	0.004377072211354971
LEF1	PDGFRA	0.004377000965178013
STAT3	GINS2	0.004376970697194338
FOXP1	ZNF8	0.004376453347504139
DNMT3B	TTK	0.0043763527646660805
GATA3	ZFP42	0.00437625078484416
MXI1	EGF	0.004376234021037817
FOXH1	ZNF488	0.004375722724944353
FOXP1	HOPX	0.0043755811639130116
ZFP42	TLE1	0.00437539629638195
CTNNB1	ZKSCAN1	0.0043750908225774765
STAT3	DSCC1	0.004374872427433729
AR	FBXO5	0.004374869167804718
FOXH1	DDAH1	0.0043748244643211365
EZH2	PARN	0.004374679643660784
GATA3	CCND1	0.004374497104436159
STAT3	ISCA1	0.004374218173325062
PRDM1	TGFBR3	0.004374190233647823
FOXP1	HIF1A	0.004374070558696985
STAT3	UBTF	0.004374012351036072
FOXH1	KAL1	0.004374007694423199
TEAD4	HEG1	0.004373911302536726
GATA3	SRSF1	0.004373595118522644
SOX17	LHX1	0.004373266361653805
GATA6	BAG3	0.004373127594590187
POU5F1	CALCOCO1	0.0043729450553655624
TP53	MAFG	0.004372862633317709
KLF5	TDP2	0.004372700583189726
SOX17	HESX1	0.0043726093135774136
TEAD4	SATB1	0.004371980205178261
GATA6	H1F0	0.004371934570372105
EGR1	HIST1H1B	0.0043716710060834885
KLF5	ID1	0.004371661227196455
CTNNB1	ZBTB38	0.00437155133113265
FOXH1	HOXB6	0.004371370188891888
TP53	DECR1	0.004371168557554483
MXI1	MYCT1	0.004371011629700661
EZH2	NFYB	0.004370670299977064
STAT3	PAWR	0.004370270296931267
FOXH1	REL	0.004370228853076696
HAND2	GPC3	0.004370053298771381
AR	RIPPLY1	0.004370029084384441
POU5F1	NIPSNAP3A	0.00436968682333827
STAT3	SRSF6	0.004369643982499838
JUND	TRPS1	0.00436947587877512
DNMT3B	ZNF587	0.0043694633059203625
MLLT3	AES	0.004369387403130531
POU5F1	TTC39B	0.0043693422339856625
STAT3	RNF138	0.004369241185486317
AR	DNMT3B	0.004369139205664396
DNMT3B	SH3BGRL2	0.004369000904262066
